m_time,identifier,ticker,sell_after,price,volatility,volatility_coef,drift,quantity
20,37,BRK,2,4985.0,0.018440105560869034,1.0,0.000346021478803193,4.166666666666666
20,37,BRK,3,4985.0,0.018440105560869034,1.0,0.000346021478803193,4.166666666666666
20,37,BRK,4,4985.0,0.018440105560869034,1.0,0.000346021478803193,4.166666666666666
20,37,BRK,6,4985.0,0.018440105560869034,1.0,0.000346021478803193,4.166666666666666
20,37,BRK,7,4985.0,0.018440105560869034,1.0,0.000346021478803193,4.166666666666666
20,37,BRK,8,4985.0,0.018440105560869034,1.0,0.000346021478803193,4.166666666666666
20,37,BRK,9,4985.0,0.018440105560869034,1.0,0.000346021478803193,4.166666666666666
20,37,BRK,10,4985.0,0.018440105560869034,1.0,0.000346021478803193,4.166666666666666
20,37,BRK,12,4985.0,0.018440105560869034,1.0,0.000346021478803193,4.166666666666666
20,37,BRK,13,4985.0,0.018440105560869034,1.0,0.000346021478803193,4.166666666666666
